province,procedure,year,volume,p50_wait_days,p90_wait_days,pct_meeting_benchmark,pop_65plus,pop_source,pop_vintage,procedures_per_100k_65plus,rate_basis,reporting_window,provenance,provenance_flag,confidence_interval,cihi_table,cihi_sheet,cihi_source_rows
Prince Edward Island,Knee,2020,459.0,292.3,494.4,29.8,31993,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1434.7,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,12358;12359;12360;12361
Quebec,Knee,2020,7030.0,201.0,386.0,44.9786628733997,1673371,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,420.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,12398;12399;12400;12401
Saskatchewan,Knee,2020,1612.0,311.0,561.0,32.0719602977668,192121,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,839.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,12438;12439;12440;12441
Alberta,Knee,2021,5222.0,218.0,484.0,39.7,636049,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,821.0,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,12966;12967;12968;12969
British Columbia,Knee,2021,8727.0,132.0,350.0,66.7927122722585,1018096,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,857.2,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13006;13007;13008;13009
Manitoba,Knee,2021,2056.0,277.0,599.0,35.0,229374,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,896.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13046;13047;13048;13049
New Brunswick,Knee,2021,1488.0,217.0,518.0,42.0,178652,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,832.9,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13086;13087;13088;13089
Newfoundland and Labrador,Knee,2021,608.0,216.0,598.0,41.0,123208,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,493.5,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13130;13131;13132;13133
Nova Scotia,Knee,2021,1589.0,177.0,643.0,51.1,217785,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,729.6,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13170;13171;13172;13173
Ontario,Knee,2021,23042.0,112.0,363.0,70.4713132540578,2671337,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,862.6,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13210;13211;13212;13213
Prince Edward Island,Knee,2021,506.0,169.0,438.9,52.8,33293,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1519.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13254;13255;13256;13257
Quebec,Knee,2021,9405.0,216.0,516.0,42.2115895800106,1727292,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,544.5,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13294;13295;13296;13297
Saskatchewan,Knee,2021,1872.0,429.0,758.0,27.8846153846154,198565,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,942.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13334;13335;13336;13337
Alberta,Knee,2022,7269.0,285.0,596.0,32.5,668205,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1087.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14854;14855;14856;14857
British Columbia,Knee,2022,10376.0,161.0,403.0,56.2837316885119,1054174,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,984.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14894;14895;14896;14897
Manitoba,Knee,2022,3133.0,287.0,629.0,32.7800829875519,236133,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1326.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14934;14935;14936;14937
New Brunswick,Knee,2022,1967.0,290.0,612.0,28.0,185107,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1062.6,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14974;14975;14976;14977
Newfoundland and Labrador,Knee,2022,696.0,349.0,606.0,36.0,126975,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,548.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15018;15019;15020;15021
Nova Scotia,Knee,2022,2208.0,226.0,686.0,41.1,225308,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,980.0,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15058;15059;15060;15061
Ontario,Knee,2022,32468.0,108.0,360.0,70.6141431563385,2763435,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1174.9,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15098;15099;15100;15101
Prince Edward Island,Knee,2022,336.0,223.5,549.0,34.5,34523,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,973.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15142;15143;15144;15145
Quebec,Knee,2022,12412.0,262.0,583.0,34.2732839187883,1787639,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,694.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15182;15183;15184;15185
Saskatchewan,Knee,2022,3673.0,458.0,817.0,23.7135856248298,204647,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1794.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15222;15223;15224;15225
Alberta,Knee,2023,9103.0,167.0,512.0,53.3,705070,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1291.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16742;16743;16744;16745
British Columbia,Knee,2023,11413.0,161.0,400.0,55.3754490493297,1090768,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1046.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16782;16783;16784;16785
Manitoba,Knee,2023,3627.0,211.0,633.0,44.0,243724,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1488.2,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16822;16823;16824;16825
New Brunswick,Knee,2023,2614.0,246.0,498.0,36.1897475133894,191378,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1365.9,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16862;16863;16864;16865
Newfoundland and Labrador,Knee,2023,1035.0,270.0,709.0,34.975845410628,130952,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,790.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16906;16907;16908;16909
Nova Scotia,Knee,2023,2472.0,199.0,613.0,47.7346278317152,232630,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1062.6,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16946;16947;16948;16949
Ontario,Knee,2023,36570.0,96.0,295.0,76.7705769756631,2859636,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1278.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16986;16987;16988;16989
Prince Edward Island,Knee,2023,356.0,288.5,622.0,24.4,35729,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,996.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17030;17031;17032;17033
Quebec,Knee,2023,13616.0,249.0,553.0,37.4485898942421,1847289,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,737.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17070;17071;17072;17073
Saskatchewan,Knee,2023,4368.0,307.0,674.0,33.9972527472528,211510,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,2065.2,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17110;17111;17112;17113
Alberta,Knee,2024,8763.0,148.0,403.0,59.7,742451,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1180.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18630;18631;18632;18633
British Columbia,Knee,2024,12697.0,160.0,395.0,55.77696,1129229,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1124.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18670;18671;18672;18673
Manitoba,Knee,2024,3889.0,263.0,706.0,32.0195775373519,251817,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1544.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18710;18711;18712;18713
New Brunswick,Knee,2024,2329.0,204.0,386.0,44.0,197263,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1180.7,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18750;18751;18752;18753
Nova Scotia,Knee,2024,2595.0,146.0,478.0,59.0,239758,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1082.3,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18834;18835;18836;18837
Ontario,Knee,2024,38076.0,88.0,266.0,79.294043492,2964438,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1284.4,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18874;18875;18876;18877
Prince Edward Island,Knee,2024,377.0,377.0,715.5,23.1,36849,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1023.1,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18918;18919;18920;18921
Quebec,Knee,2024,15438.0,245.0,468.0,38.25625081,1906357,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,809.8,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18958;18959;18960;18961
Saskatchewan,Knee,2024,3857.0,214.0,502.0,44.697951776,218531,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),July 1 estimate of the calendar year the fiscal year opens in,1765.0,"12-month (fiscal year) count per 100,000 population 65+; this IS an annual rate","Fiscal year, April-March (12 months)",Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18998;18999;19000;19001
