province,procedure,year,volume,p50_wait_days,p90_wait_days,pct_meeting_benchmark,pop_65plus,pop_source,pop_vintage,procedures_per_100k_65plus,rate_basis,reporting_window,provenance,provenance_flag,confidence_interval,cihi_table,cihi_sheet,cihi_source_rows
Saskatchewan,Hip,2025,983.0,176.0,450.0,51.7802644964395,225759,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",435.4,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,20426;20427;20428;20429
Alberta,Knee,2020,2082.0,217.0,423.0,38.9,606936,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",343.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9218;9219;9220;9221
British Columbia,Knee,2020,3569.0,183.0,384.0,50.0,982576,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",363.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9306;9307;9308;9309
Manitoba,Knee,2020,1150.0,238.0,463.0,37.0,222516,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",516.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9442;9443;9444;9445
New Brunswick,Knee,2020,650.0,296.0,568.0,25.0,172296,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",377.3,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9518;9519;9520;9521
Newfoundland and Labrador,Knee,2020,229.0,286.0,461.0,21.0,118470,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",193.3,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9594;9595;9596;9597
Nova Scotia,Knee,2020,545.0,270.0,652.0,31.0,210159,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",259.3,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9678;9679;9680;9681
Ontario,Knee,2020,7612.0,163.0,372.0,56.463478717814,2587513,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",294.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9766;9767;9768;9769
Prince Edward Island,Knee,2020,185.0,315.4,503.0,32.4,31993,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",578.3,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9842;9843;9844;9845
Quebec,Knee,2020,2408.0,202.0,354.0,43.4,1673371,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",143.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,9966;9967;9968;9969
Saskatchewan,Knee,2020,643.0,302.0,514.0,28.3048211508554,192121,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",334.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10114;10115;10116;10117
Alberta,Knee,2021,2873.0,186.0,452.0,49.3,636049,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",451.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10210;10211;10212;10213
British Columbia,Knee,2021,4613.0,119.0,335.0,68.2,1018096,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",453.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10298;10299;10300;10301
Manitoba,Knee,2021,926.0,237.0,566.0,38.0,229374,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",403.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10434;10435;10436;10437
New Brunswick,Knee,2021,915.0,207.0,499.0,45.0,178652,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",512.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10510;10511;10512;10513
Newfoundland and Labrador,Knee,2021,360.0,210.0,589.0,44.0,123208,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",292.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10586;10587;10588;10589
Nova Scotia,Knee,2021,946.0,179.0,658.0,50.7,217785,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",434.4,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10670;10671;10672;10673
Ontario,Knee,2021,10572.0,112.0,363.0,71.1407491486947,2671337,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",395.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10758;10759;10760;10761
Prince Edward Island,Knee,2021,279.0,203.6,413.4,46.2,33293,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",838.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10834;10835;10836;10837
Quebec,Knee,2021,4232.0,206.0,491.0,44.3,1727292,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",245.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,10958;10959;10960;10961
Saskatchewan,Knee,2021,913.0,416.0,695.0,30.2300109529025,198565,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",459.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,11106;11107;11108;11109
Alberta,Knee,2022,3225.0,283.0,584.0,26.9,668205,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",482.6,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13890;13891;13892;13893
British Columbia,Knee,2022,5091.0,164.0,397.0,55.7,1054174,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",482.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,13978;13979;13980;13981
Manitoba,Knee,2022,1589.0,336.0,624.0,26.0,236133,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",672.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14114;14115;14116;14117
New Brunswick,Knee,2022,820.0,260.0,615.0,28.0,185107,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",443.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14190;14191;14192;14193
Newfoundland and Labrador,Knee,2022,306.0,252.0,552.0,36.0,126975,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",241.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14266;14267;14268;14269
Nova Scotia,Knee,2022,980.0,225.0,665.0,38.5,225308,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",435.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14350;14351;14352;14353
Ontario,Knee,2022,15117.0,117.0,370.0,67.8110736257194,2763435,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",547.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14438;14439;14440;14441
Prince Edward Island,Knee,2022,173.0,210.4,533.0,36.4,34523,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",501.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14514;14515;14516;14517
Quebec,Knee,2022,5151.0,266.0,592.0,31.7,1787639,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",288.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14638;14639;14640;14641
Saskatchewan,Knee,2022,1664.0,466.5,831.0,23.3774038461538,204647,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",813.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,14786;14787;14788;14789
Alberta,Knee,2023,4306.0,188.0,540.0,48.7,705070,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",610.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15778;15779;15780;15781
British Columbia,Knee,2023,5560.0,156.0,403.0,57.3,1090768,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",509.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,15866;15867;15868;15869
Manitoba,Knee,2023,1915.0,215.0,647.2,44.2819843342037,243724,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",785.7,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16002;16003;16004;16005
New Brunswick,Knee,2023,1118.0,226.0,522.0,38.0,191378,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",584.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16078;16079;16080;16081
Newfoundland and Labrador,Knee,2023,453.0,273.0,674.0,37.0,130952,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",345.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16154;16155;16156;16157
Nova Scotia,Knee,2023,1165.0,205.0,609.0,47.1,232630,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",500.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16238;16239;16240;16241
Ontario,Knee,2023,17962.0,94.0,303.0,76.4057454626434,2859636,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",628.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16326;16327;16328;16329
Prince Edward Island,Knee,2023,175.0,286.4,622.5,20.6,35729,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",489.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16402;16403;16404;16405
Quebec,Knee,2023,5619.0,246.0,602.0,38.1,1847289,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",304.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16526;16527;16528;16529
Saskatchewan,Knee,2023,2202.0,318.0,716.0,30.7901907356948,211510,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",1041.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,16674;16675;16676;16677
Alberta,Knee,2024,4164.0,139.0,407.0,62.5,742451,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",560.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17666;17667;17668;17669
British Columbia,Knee,2024,6201.0,165.0,404.0,54.8,1129229,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",549.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17754;17755;17756;17757
Manitoba,Knee,2024,1905.0,243.0,726.0,33.0,251817,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",756.5,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17890;17891;17892;17893
New Brunswick,Knee,2024,1073.0,200.0,363.0,45.0,197263,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",543.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,17966;17967;17968;17969
Newfoundland and Labrador,Knee,2024,568.0,266.0,772.0,33.0,134891,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",421.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18042;18043;18044;18045
Nova Scotia,Knee,2024,1249.0,146.0,490.0,57.0,239758,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",520.9,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18126;18127;18128;18129
Ontario,Knee,2024,18374.0,88.0,271.0,79.2260803309024,2964438,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",619.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18214;18215;18216;18217
Prince Edward Island,Knee,2024,176.0,332.5,673.9,28.4,36849,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",477.6,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18290;18291;18292;18293
Quebec,Knee,2024,6864.0,251.0,480.0,37.8,1906357,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",360.1,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18414;18415;18416;18417
Saskatchewan,Knee,2024,1966.0,204.0,523.0,46.9481180061038,218531,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",899.6,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,18562;18563;18564;18565
Alberta,Knee,2025,4793.0,172.0,467.0,52.5,779999,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",614.5,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,19554;19555;19556;19557
British Columbia,Knee,2025,6425.0,152.0,389.0,57.2,1167246,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",550.4,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,19642;19643;19644;19645
Manitoba,Knee,2025,2226.0,286.0,607.0,31.0,260365,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",855.0,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,19782;19783;19784;19785
New Brunswick,Knee,2025,1229.0,186.0,399.0,49.0,202747,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",606.2,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,19862;19863;19864;19865
Newfoundland and Labrador,Knee,2025,628.0,298.0,735.0,37.0,138514,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",453.4,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,19938;19939;19940;19941
Nova Scotia,Knee,2025,1327.0,129.0,374.0,69.0,246752,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",537.8,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,20022;20023;20024;20025
Ontario,Knee,2025,19629.0,81.0,244.0,82.092821845229,3069697,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",639.4,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,20110;20111;20112;20113
Prince Edward Island,Knee,2025,222.0,424.0,805.5,11.7,38105,Table 17-10-0005-01 (Product ID 17100005; CANSIM 051-0001),"July 1 estimate, same calendar year (window midpoint)",582.6,"6-month (Apr-Sep) count per 100,000 population 65+; NOT annualized",April-September (6 months),Provincial ministry/agency submission (aggregate),self-reported,"not available - CIHI publishes aggregate percentiles, not case-level data","Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2025",Table 1,20186;20187;20188;20189
